time, step, color, speed, distance, stop, deviation, integral, derivative
77941,0,74,130,1227, False,36.5,36.5,-5
78080,0,70,130,2261, False,32.5,69,-4
78220,0,69,130,2243, False,31.5,100.5,-1
78360,0,68,130,2243, False,30.5,131,-1
78492,0,71,130,2243, False,33.5,164.5,3
78657,0,72,130,1942, False,34.5,199,1
78800,0,75,130,1160, False,37.5,236.5,3
78947,0,79,130,1121, False,41.5,278,4
79118,0,61,130,1092, False,23.5,301.5,-18
79261,0,6,130,1080, False,-31.5,0,-55
79403,0,13,130,1058, False,-24.5,-24.5,7
79547,0,82,130,1036, False,44.5,0,69
79688,0,78,130,1024, False,40.5,40.5,-4
79822,0,61,130,1000, False,23.5,64,-17
79980,0,49,130,998, False,11.5,75.5,-12
80128,0,67,130,978, False,29.5,105,18
80278,0,77,130,976, False,39.5,144.5,10
80417,0,45,130,2550, False,7.5,0,-32
80558,0,16,130,2550, False,-21.5,0,-29
80705,0,79,130,2550, False,41.5,0,63
80858,0,79,130,2018, False,41.5,41.5,0
80991,0,76,130,2550, False,38.5,80,-3
81130,0,78,130,853, False,40.5,120.5,2
81267,0,79,130,827, False,41.5,162,1
81400,0,79,130,826, False,41.5,203.5,0
81550,0,78,130,2550, False,40.5,244,-1
81702,0,74,130,2550, False,36.5,280.5,-4
81833,0,72,130,2550, False,34.5,315,-2
81980,0,68,130,2550, False,30.5,345.5,-4
82128,0,9,130,2550, False,-28.5,0,-59
82269,0,5,130,2550, False,-32.5,-32.5,-4
82408,0,5,130,2485, False,-32.5,-65,0
82548,0,5,130,2449, False,-32.5,-97.5,0
82692,0,6,130,2431, False,-31.5,-129,1
82827,0,29,130,2404, False,-8.5,0,23
82969,0,74,130,2374, False,36.5,0,45
83121,0,72,130,2359, False,34.5,34.5,-2
83268,0,6,130,2351, False,-31.5,0,-66
83411,0,5,130,2342, False,-32.5,-32.5,-1
83580,0,49,130,2313, False,11.5,0,44
83748,0,53,130,2297, False,15.5,15.5,4
83899,0,18,130,2290, False,-19.5,0,-35
84058,0,14,130,2267, False,-23.5,-23.5,-4
84191,0,67,130,2249, False,29.5,0,53
84328,0,74,130,2249, False,36.5,36.5,7
84470,0,41,130,2231, False,3.5,0,-33
84619,0,15,130,2550, False,-22.5,0,-26
84769,0,43,130,2550, False,5.5,0,28
84911,0,73,130,2550, False,35.5,35.5,30
85068,0,30,130,2550, False,-7.5,0,-43
85218,0,9,130,2550, False,-28.5,-28.5,-21
85358,0,47,130,2550, False,9.5,0,38
85510,0,68,130,2550, False,30.5,30.5,21
85657,0,14,130,2550, False,-23.5,0,-54
85792,0,5,130,2550, False,-32.5,-32.5,-9
85947,0,41,130,2550, False,3.5,0,36
86081,0,69,130,2550, False,31.5,31.5,28
86213,0,33,130,2550, False,-4.5,0,-36
86374,0,5,130,2550, False,-32.5,-32.5,-28
86509,0,26,130,2550, False,-11.5,-44,21
86656,0,74,130,2550, False,36.5,0,48
86800,0,71,130,2550, False,33.5,33.5,-3
86942,0,8,130,2550, False,-29.5,0,-63
87085,0,5,130,2550, False,-32.5,-32.5,-3
87232,0,58,130,2550, False,20.5,0,53
87362,0,70,130,2550, False,32.5,32.5,12
87516,0,28,130,2550, False,-9.5,0,-42
87657,0,8,130,2550, False,-29.5,-29.5,-20
87807,0,47,130,2253, False,9.5,0,39
87949,0,72,130,1839, False,34.5,34.5,25
88098,0,28,130,1821, False,-9.5,0,-44
88243,0,5,130,2550, False,-32.5,-32.5,-23
88387,0,39,130,2550, False,1.5,0,34
88526,0,68,130,1794, False,30.5,30.5,29
88661,0,22,130,1787, False,-15.5,0,-46
88801,0,5,80,326, False,-32.5,-32.5,-17
88940,0,49,80.5,2550, False,11.5,0,44
89077,0,69,81,2550, False,31.5,31.5,20
89221,0,29,81.5,1718, False,-8.5,0,-40
89361,0,6,82,2550, False,-31.5,-31.5,-23
89513,0,57,82.5,2550, False,19.5,0,51
89662,0,78,83,2550, False,40.5,40.5,21
89806,0,60,83.5,2550, False,22.5,63,-18
89952,0,6,84,1657, False,-31.5,0,-54
90102,0,5,84.5,2550, False,-32.5,-32.5,-1
90247,0,40,85,2550, False,2.5,0,35
90389,0,51,85.5,1632, False,13.5,13.5,11
90521,0,12,86,2550, False,-25.5,0,-39
90659,0,8,86.5,2550, False,-29.5,-29.5,-4
90808,0,69,87,1597, False,31.5,0,61
90942,0,75,87.5,2550, False,37.5,37.5,6
91092,0,11,88,1573, False,-26.5,0,-64
91238,0,5,88.5,2550, False,-32.5,-32.5,-6
91381,0,53,89,1559, False,15.5,0,48
91532,0,80,89.5,1551, False,42.5,42.5,27
91682,0,45,90,1513, False,7.5,0,-35
91819,0,6,90.5,1509, False,-31.5,0,-39
91970,0,39,91,1490, False,1.5,0,33
92106,0,77,91.5,1456, False,39.5,39.5,38
92248,0,74,92,1472, False,36.5,76,-3
92399,0,73,92.5,2550, False,35.5,111.5,-1
92537,0,53,93,1452, False,15.5,127,-20
92678,0,26,93.5,1448, False,-11.5,0,-27
92815,0,46,94,2550, False,8.5,0,20
92951,0,75,94.5,2550, False,37.5,37.5,29
93092,0,74,95,2550, False,36.5,74,-1
93228,0,72,95.5,2550, False,34.5,108.5,-2
93381,0,72,96,2550, False,34.5,143,0
93522,0,71,96.5,2550, False,33.5,176.5,-1
93678,0,60,97,1777, False,22.5,199,-11
93819,0,33,97.5,1748, False,-4.5,0,-27
93978,0,28,98,1734, False,-9.5,0,-5
94122,0,76,98.5,2550, False,38.5,0,48
94262,0,75,99,2550, False,37.5,37.5,-1
94411,0,79,99.5,2550, False,41.5,79,4
94551,0,43,100,2550, False,5.5,0,-36
94693,0,29,100.5,2550, False,-8.5,0,-14
94844,0,75,101,2550, False,37.5,0,46
94982,0,78,101.5,2550, False,40.5,40.5,3
95141,0,77,102,2550, False,39.5,80,-1
95287,0,69,102.5,2550, False,31.5,111.5,-8
95438,0,53,103,2550, False,15.5,127,-16
95608,0,48,103.5,2550, False,10.5,137.5,-5
95761,0,58,104,2550, False,20.5,158,10
95912,0,58,104.5,2214, False,20.5,178.5,0
96057,0,24,105,2550, False,-13.5,0,-34
96199,0,14,105.5,2550, False,-23.5,-23.5,-10
96378,0,80,106,2550, False,42.5,0,66
96518,0,79,106.5,2550, False,41.5,41.5,-1
96660,0,83,107,2550, False,45.5,87,4
96820,0,70,107.5,2550, False,32.5,119.5,-13
96954,0,80,108,2550, False,42.5,162,10
97108,0,81,108.5,2102, False,43.5,205.5,1
97267,0,66,109,2550, False,28.5,234,-15
97411,0,9,109.5,2550, False,-28.5,0,-57
97567,0,6,110,2550, False,-31.5,-31.5,-3
97717,0,72,110.5,2550, False,34.5,0,66
97872,0,78,111,2550, False,40.5,40.5,6
98027,0,26,111.5,2550, False,-11.5,0,-52
98178,0,5,112,2550, False,-32.5,-32.5,-21
98322,0,70,112.5,2550, False,32.5,0,65
98478,0,81,113,2550, False,43.5,43.5,11
98645,0,23,113.5,2550, False,-14.5,0,-58
98797,0,6,114,2550, False,-31.5,-31.5,-17
98945,0,60,114.5,2550, False,22.5,0,54
99087,0,70,115,2550, False,32.5,32.5,10
99233,0,49,115.5,2550, False,11.5,44,-21
99380,0,14,116,2550, False,-23.5,0,-35
99542,0,19,116.5,2550, False,-18.5,-18.5,5
99692,0,62,117,2550, False,24.5,0,43
99838,0,67,117.5,2550, False,29.5,29.5,5
99998,0,8,118,2550, False,-29.5,0,-59
100158,0,6,118.5,2550, False,-31.5,-31.5,-2
100321,0,54,119,2550, False,16.5,0,48
100461,0,79,119.5,2550, False,41.5,41.5,25
100600,0,29,120,2550, False,-8.5,0,-50
100747,0,5,120.5,2550, False,-32.5,-32.5,-24
100898,0,29,121,2550, False,-8.5,0,24
101052,0,70,121.5,2550, False,32.5,0,41
101208,0,42,122,2550, False,4.5,0,-28
101357,0,5,122.5,2550, False,-32.5,0,-37
101516,0,23,123,2550, False,-14.5,-14.5,18
101661,0,75,123.5,2550, False,37.5,0,52
101811,0,75,124,2550, False,37.5,37.5,0
101950,0,9,124.5,2550, False,-28.5,0,-66
102088,0,10,125,2550, False,-27.5,-27.5,1
102238,0,75,125.5,2550, False,37.5,0,65
102400,0,70,126,2550, False,32.5,32.5,-5
102559,0,4,126.5,2550, False,-33.5,0,-66
102688,0,5,127,2550, False,-32.5,-32.5,1
102829,0,29,127.5,2550, False,-8.5,0,24
102968,0,37,128,2550, False,-0.5,0,8
103108,0,22,128.5,2550, False,-15.5,-15.5,-15
103269,0,33,129,2550, False,-4.5,0,11
103422,0,65,129.5,2550, False,27.5,0,32
103590,0,60,130,2550, False,22.5,22.5,-5
103724,0,17,130,2550, False,-20.5,0,-43
103869,0,6,130,2550, False,-31.5,-31.5,-11
104017,0,49,130,2550, False,11.5,0,43
104161,0,73,130,2550, False,35.5,35.5,24
104320,0,27,130,2550, False,-10.5,0,-46
104458,0,6,130,2550, False,-31.5,-31.5,-21
104597,0,52,80,331, False,14.5,0,46
104740,0,80,80,326, False,42.5,42.5,28
104916,0,11,80.5,2550, False,-26.5,0,-69
105088,0,5,81,2550, False,-32.5,-32.5,-6
105240,0,64,81.5,2550, False,26.5,0,59
105380,0,70,82,1627, False,32.5,32.5,6
105515,0,17,82.5,2550, False,-20.5,0,-53
105661,0,5,83,2550, False,-32.5,-32.5,-12
105807,0,49,83.5,1611, False,11.5,0,44
105951,0,73,84,1549, False,35.5,35.5,24
106092,0,28,84.5,2550, False,-9.5,0,-45
106230,0,6,85,2550, False,-31.5,-31.5,-22
106377,0,19,85.5,1919, False,-18.5,-50,13
106521,0,60,86,2550, False,22.5,0,41
106661,0,67,86.5,1455, False,29.5,29.5,7
106812,0,8,87,2550, False,-29.5,0,-59
106954,0,5,87.5,2550, False,-32.5,-32.5,-3
107093,0,67,88,1387, False,29.5,0,62
107238,0,76,88.5,1361, False,38.5,38.5,9
107379,0,24,89,2550, False,-13.5,0,-52
107517,0,24,89.5,2550, False,-13.5,-13.5,0
107668,0,14,90,1349, False,-23.5,-37,-10
107808,0,40,90.5,1309, False,2.5,0,26
107949,0,78,91,1191, False,40.5,40.5,38
108098,0,60,91.5,1372, False,22.5,63,-18
108240,0,11,92,2550, False,-26.5,0,-49
108392,0,52,92.5,2550, False,14.5,0,41
108532,0,80,93,2550, False,42.5,42.5,28
108669,0,82,93.5,2396, False,44.5,87,2
108821,0,81,94,2550, False,43.5,130.5,-1
108960,0,78,94.5,1809, False,40.5,171,-3
109098,0,39,95,1825, False,1.5,0,-39
109240,0,9,95.5,1813, False,-28.5,0,-30
109379,0,78,96,1646, False,40.5,0,69
109520,0,80,96.5,1619, False,42.5,42.5,2
109658,0,79,97,1642, False,41.5,84,-1
109792,0,78,97.5,1627, False,40.5,124.5,-1
109924,0,71,98,1736, False,33.5,158,-7
110070,0,26,98.5,2550, False,-11.5,0,-45
110230,0,33,99,1611, False,-4.5,0,7
110370,0,79,99.5,2550, False,41.5,0,46
110511,0,77,100,2550, False,39.5,39.5,-2
110644,0,37,100.5,1579, False,-0.5,0,-40
110785,0,26,101,2550, False,-11.5,-11.5,-11
110918,0,75,101.5,2550, False,37.5,0,49
111068,0,74,102,1511, False,36.5,36.5,-1
111221,0,76,102.5,1491, False,38.5,75,2
111358,0,73,103,2550, False,35.5,110.5,-3
111501,0,58,103.5,2550, False,20.5,131,-15
111657,0,40,104,2550, False,2.5,0,-18
111800,0,59,104.5,2550, False,21.5,21.5,19
111940,0,75,105,2550, False,37.5,59,16
112088,0,73,105.5,2550, False,35.5,94.5,-2
112230,0,66,106,945, False,28.5,123,-7
112378,0,55,106.5,921, False,17.5,140.5,-11
112518,0,53,107,903, False,15.5,156,-2
112659,0,63,107.5,885, False,25.5,181.5,10
112807,0,45,108,869, False,7.5,0,-18
112947,0,13,108.5,849, False,-24.5,0,-32
113088,0,63,109,835, False,25.5,0,50
113231,0,74,109.5,825, False,36.5,36.5,11
113370,0,74,110,802, False,36.5,73,0
113517,0,70,110.5,784, False,32.5,105.5,-4
113680,0,55,111,766, False,17.5,123,-15
113817,0,22,111.5,756, False,-15.5,0,-33
113986,0,22,112,742, False,-15.5,-15.5,0
114157,0,65,112.5,728, False,27.5,0,43
114338,0,52,113,705, False,14.5,14.5,-13
114490,0,6,113.5,687, False,-31.5,0,-46
114639,0,9,114,670, False,-28.5,-28.5,3
114781,0,80,114.5,654, False,42.5,0,71
114927,0,76,115,634, False,38.5,38.5,-4
115069,0,33,115.5,624, False,-4.5,0,-43
115222,0,12,90,599, False,-25.5,-25.5,-21
115368,0,52,90,581, False,14.5,0,40
115508,0,67,90,573, False,29.5,29.5,15
115660,0,43,90,554, False,5.5,0,-24
115801,0,5,90,551, False,-32.5,0,-38
115948,0,18,89,538, False,-19.5,-19.5,13
116092,0,67,88,519, False,29.5,0,49
116228,0,67,87,506, False,29.5,29.5,0
116372,0,11,80,491, False,-26.5,0,-56
116520,0,6,80,483, False,-31.5,-31.5,-5
116659,0,75,80,464, False,37.5,0,69
116798,0,79,80,456, False,41.5,41.5,4
116938,0,15,80,443, False,-22.5,0,-64
117079,0,5,80,433, False,-32.5,-32.5,-10
117222,0,39,80,420, False,1.5,0,34
117368,0,69,80,412, True,1.5,0,34
117510,0,45,80,392, True,1.5,0,34
117660,0,35,80,397, True,1.5,0,34
117810,0,36,80,397, True,1.5,0,34
117950,0,36,80,397, True,1.5,0,34
118102,0,36,80,397, True,1.5,0,34
118239,0,36,80,397, True,1.5,0,34
118397,1,36,80,397, False,-1.5,0,-3
118534,1,35,80,397, False,-2.5,0,-1
118687,1,26,80,380, False,-11.5,-11.5,-9
118839,1,5,80,372, False,-32.5,-44,-21
118979,1,5,80,362, False,-32.5,-76.5,0
119118,1,5,80,348, False,-32.5,-109,0
119268,1,6,80,338, False,-31.5,-140.5,1
119409,1,5,80,328, False,-32.5,-32.5,-1
119558,1,6,80,321, False,-31.5,-64,1
119700,1,6,80,321, False,-31.5,-95.5,0
119840,1,5,80,320, False,-32.5,-128,-1
119980,1,4,80,304, False,-33.5,-161.5,-1
120118,1,6,80,320, False,-31.5,-193,2
120260,1,5,80,326, False,-32.5,-225.5,-1
120400,1,14,80,326, False,-23.5,-249,9
120540,1,11,80,326, False,-26.5,-26.5,-3
120690,1,5,80,1957, False,-32.5,-59,-6
120828,1,6,80,2550, False,-31.5,-90.5,1
120971,1,6,80,2550, False,-31.5,-122,0
121117,1,6,80,2550, False,-31.5,-153.5,0
121267,1,16,80,2550, False,-21.5,-175,10
121402,1,5,80,2388, False,-32.5,-207.5,-11
121548,1,6,80,2378, False,-31.5,-239,1
121711,1,6,80,2365, False,-31.5,-270.5,0
121851,1,6,80,2550, False,-31.5,-302,0
122007,1,6,80,2550, False,-31.5,-333.5,0
122148,1,6,80,2550, False,-31.5,-365,0
122287,1,5,80,2550, False,-32.5,-397.5,-1
122421,1,6,80,2550, False,-31.5,-429,1
122561,1,5,80,2550, False,-32.5,-461.5,-1
122698,1,6,80,2550, False,-31.5,-493,1
122850,1,29,80,2550, False,-8.5,0,23
122991,2,73,80.5,2550, False,35.5,0,44
123129,2,74,81,2550, False,36.5,36.5,1
123280,2,78,81.5,2550, False,40.5,77,4
123418,2,79,82,2550, False,41.5,118.5,1
123558,2,79,82.5,2550, False,41.5,160,0
123711,2,79,83,2550, False,41.5,201.5,0
123859,2,74,83.5,2550, False,36.5,238,-5
124008,2,76,84,2550, False,38.5,276.5,2
124159,2,78,84.5,2550, False,40.5,317,2
124300,2,75,85,1754, False,37.5,354.5,-3
124449,2,76,85.5,1754, False,38.5,393,1
124595,2,74,86,1680, False,36.5,429.5,-2
124747,2,76,86.5,1680, False,38.5,468,2
124897,2,76,87,1680, False,38.5,506.5,0
125045,2,72,87.5,1680, False,34.5,541,-4
125188,2,5,88,2336, False,-32.5,0,-67
125341,2,5,80,191, False,-32.5,-32.5,0
125477,2,4,80.5,2550, False,-33.5,-66,-1
125612,2,5,81,1628, False,-32.5,-98.5,1
125756,2,7,81.5,1603, False,-30.5,-129,2
125898,2,6,82,1597, False,-31.5,-160.5,-1
126049,2,6,82.5,1615, False,-31.5,-192,0
126188,2,5,83,1555, False,-32.5,-224.5,-1
126331,2,5,83.5,1539, False,-32.5,-257,0
126480,2,5,84,1527, False,-32.5,-289.5,0
126620,2,6,84.5,1509, False,-31.5,-321,1
126797,2,6,85,1495, False,-31.5,-352.5,0
126969,2,25,85.5,1480, False,-12.5,-365,19
127132,2,77,86,1478, False,39.5,0,52
127298,2,74,86.5,1482, False,36.5,36.5,-3
127451,2,74,87,1450, False,36.5,73,0
127622,2,75,87.5,1434, False,37.5,110.5,1
127771,2,75,88,1190, False,37.5,148,0
127908,2,78,88.5,1404, False,40.5,188.5,3
128049,2,80,89,1388, False,42.5,231,2
128187,2,55,89.5,1381, False,17.5,248.5,-25
128329,2,6,90,1368, False,-31.5,0,-49
128471,2,6,90.5,1358, False,-31.5,-31.5,0
128618,2,6,91,1341, False,-31.5,-63,0
128768,2,5,91.5,1341, False,-32.5,-95.5,-1
128937,2,5,92,1341, False,-32.5,-128,0
129074,2,6,92.5,1341, False,-31.5,-159.5,1
129218,2,6,93,1341, False,-31.5,-191,0
129364,2,6,93.5,1341, False,-31.5,-222.5,0
129507,2,5,94,1267, False,-32.5,-255,-1
129647,2,7,94.5,1259, False,-30.5,-285.5,2
129807,2,8,95,1255, False,-29.5,-315,1
129949,2,34,95.5,1786, False,-3.5,0,26
130099,2,52,96,1778, False,14.5,0,18
130258,2,6,96.5,1632, False,-31.5,0,-46
130402,2,5,97,1744, False,-32.5,-32.5,-1
130561,2,15,97.5,1732, False,-22.5,-55,10
130712,2,4,98,1714, False,-33.5,-88.5,-11
130851,2,6,98.5,1706, False,-31.5,-120,2
130990,2,5,99,1694, False,-32.5,-152.5,-1
131140,2,5,99.5,1680, False,-32.5,-185,0
131280,2,5,100,1666, False,-32.5,-217.5,0
131440,2,5,100.5,1656, False,-32.5,-250,0
131592,2,5,101,1686, False,-32.5,-282.5,0
131747,2,5,101.5,2550, False,-32.5,-315,0
131899,2,5,102,2550, False,-32.5,-347.5,0
132041,2,5,102.5,2550, False,-32.5,-380,0
132178,2,5,103,2550, False,-32.5,-412.5,0
132318,2,5,103.5,2550, False,-32.5,-445,0
132478,2,66,104,2550, False,28.5,0,61
132626,2,73,104.5,2550, False,35.5,35.5,7
132768,2,77,105,2550, False,39.5,75,4
132920,2,79,105.5,2550, False,41.5,116.5,2
133062,2,82,106,2550, False,44.5,161,3
133210,2,80,106.5,2550, False,42.5,203.5,-2
133378,2,79,107,2550, False,41.5,245,-1
133509,2,77,107.5,2550, False,39.5,284.5,-2
133658,2,77,108,2550, False,39.5,324,0
133798,2,57,108.5,2005, False,19.5,343.5,-20
133948,2,6,109,2550, False,-31.5,0,-51
134087,2,5,109.5,2550, False,-32.5,-32.5,-1
134227,2,5,110,2550, False,-32.5,-65,0
134367,2,4,110.5,2550, False,-33.5,-98.5,-1
134510,2,5,111,2550, False,-32.5,-131,1
134648,2,11,111.5,2550, False,-26.5,-157.5,6
134797,2,6,112,2550, False,-31.5,-189,-5
134952,2,5,112.5,2550, False,-32.5,-221.5,-1
135090,2,25,113,1873, False,-12.5,-234,20
135230,2,76,113.5,2550, False,38.5,0,51
135382,2,76,114,2489, False,38.5,38.5,0
135532,2,75,114.5,1827, False,37.5,76,-1
135669,2,74,115,1785, False,36.5,112.5,-1
135806,2,62,115.5,2465, False,24.5,137,-12
135948,2,15,116,1756, False,-22.5,0,-47
136099,2,6,116.5,2550, False,-31.5,-31.5,-9
136239,2,66,117,1732, False,28.5,0,60
136390,2,81,117.5,1708, False,43.5,43.5,15
136547,2,7,118,1706, False,-30.5,0,-74
136697,2,5,118.5,2366, False,-32.5,-32.5,-2
136835,2,66,119,1648, False,28.5,0,61
136977,2,61,119.5,1640, False,23.5,23.5,-5
137107,2,5,120,1657, False,-32.5,0,-56
137247,2,5,120.5,2550, False,-32.5,-32.5,0
137388,2,21,121,1585, False,-16.5,-49,16
137528,2,59,121.5,1581, False,21.5,0,38
137669,2,57,122,1559, False,19.5,19.5,-2
137827,2,10,122.5,1563, False,-27.5,0,-47
137961,2,16,123,2550, False,-21.5,-21.5,6
138101,2,82,123.5,1504, False,44.5,0,66
138252,2,77,124,1499, False,39.5,39.5,-5
138396,2,6,124.5,2001, False,-31.5,0,-71
138548,2,5,125,1505, False,-32.5,-32.5,-1
138679,2,12,125.5,2550, False,-25.5,-58,7
138821,2,35,126,2550, False,-2.5,0,23
138970,2,48,126.5,1414, False,10.5,0,13
139112,2,33,127,1388, False,-4.5,0,-15
139250,2,18,127.5,2550, False,-19.5,-19.5,-15
139392,2,52,128,1330, False,14.5,0,34
139536,2,73,128.5,1318, False,35.5,35.5,21
139689,2,24,129,1299, False,-13.5,0,-49
139838,2,5,129.5,1965, False,-32.5,-32.5,-19
139971,2,61,130,1250, False,23.5,0,56
140111,2,80,130,1246, False,42.5,42.5,19
140258,2,8,130,1231, False,-29.5,0,-72
140411,2,5,130,1693, False,-32.5,-32.5,-3
140565,2,60,130,1182, False,22.5,0,55
140707,2,77,130,1192, False,39.5,39.5,17
140850,2,23,130,1183, False,-14.5,0,-54
140984,2,7,130,1595, False,-30.5,-30.5,-16
141120,2,26,130,1595, False,-11.5,-42,19
141261,2,46,130,1595, False,8.5,0,20
141428,2,6,130,1074, False,-31.5,0,-40
141567,2,6,130,2550, False,-31.5,-31.5,0
141713,2,5,130,2550, False,-32.5,-64,-1
141850,2,6,130,2550, False,-31.5,-95.5,1
141988,2,5,130,2550, False,-32.5,-128,-1
142147,2,5,130,2550, False,-32.5,-160.5,0
142287,2,5,130,1032, False,-32.5,-193,0
142437,2,6,130,1020, False,-31.5,-224.5,1
142570,2,7,130,1008, False,-30.5,-255,1
142708,2,6,130,986, False,-31.5,-286.5,-1
142848,2,5,130,971, False,-32.5,-319,-1
142988,2,6,130,1082, False,-31.5,-350.5,1
143126,2,5,130,2550, False,-32.5,-383,-1
143287,2,4,130,2550, False,-33.5,-416.5,-1
143428,2,6,130,2550, False,-31.5,-448,2
143569,2,5,130,2550, False,-32.5,-480.5,-1
143718,2,5,130,2550, False,-32.5,-513,0
143870,2,5,130,2550, False,-32.5,-545.5,0
144012,2,5,130,2550, False,-32.5,-578,0
144159,2,18,130,2550, False,-19.5,-597.5,13
144307,2,74,130,2550, False,36.5,0,56
144447,2,73,130,2550, False,35.5,35.5,-1
144598,2,76,130,2550, False,38.5,74,3
144740,2,72,130,2550, False,34.5,108.5,-4
144908,2,77,130,2550, False,39.5,148,5
145052,2,77,130,2550, False,39.5,187.5,0
145196,2,77,130,2550, False,39.5,227,0
145350,2,80,130,2550, False,42.5,269.5,3
145490,2,80,130,2550, False,42.5,312,0
145637,2,81,130,2374, False,43.5,355.5,1
145792,2,77,130,2364, False,39.5,395,-4
145931,2,74,130,2310, False,36.5,431.5,-3
146077,2,72,130,2298, False,34.5,466,-2
146222,2,8,130,2292, False,-29.5,0,-64
146364,2,4,130,2311, False,-33.5,-33.5,-4
146522,2,5,130,2276, False,-32.5,-66,1
146671,2,5,130,2214, False,-32.5,-98.5,0
146808,2,5,130,2226, False,-32.5,-131,0
146962,2,5,130,2197, False,-32.5,-163.5,0
147099,2,6,130,2219, False,-31.5,-195,1
147238,2,6,130,2184, False,-31.5,-226.5,0
147389,2,5,130,2167, False,-32.5,-259,-1
147539,2,6,130,2153, False,-31.5,-290.5,1
147682,2,5,130,2550, False,-32.5,-323,-1
147828,2,47,130,2550, False,9.5,0,42
147968,2,74,130,2550, False,36.5,36.5,27
148109,2,78,130,2550, False,40.5,77,4
148243,2,78,130,2550, False,40.5,117.5,0
148382,2,79,130,2550, False,41.5,159,1
148520,2,73,130,2550, False,35.5,194.5,-6
148668,2,8,130,2550, False,-29.5,0,-65
148852,2,5,130,2550, False,-32.5,-32.5,-3
149012,2,48,130,2550, False,10.5,0,43
149172,2,73,130,2550, False,35.5,35.5,25
149350,2,10,130,2550, False,-27.5,0,-63
149496,2,8,130,2550, False,-29.5,-29.5,-2
149653,2,14,130,2550, False,-23.5,-53,6
149792,2,46,130,2475, False,8.5,0,32
149941,2,66,130,1925, False,28.5,28.5,20
150092,2,20,130,2441, False,-17.5,0,-46
150237,2,6,130,1793, False,-31.5,-31.5,-14
150378,2,24,130,2416, False,-13.5,-45,18
150518,2,78,130,2416, False,40.5,0,54
150661,2,76,130,1813, False,38.5,38.5,-2
150807,2,7,130,1795, False,-30.5,0,-69
150952,2,9,130,1786, False,-28.5,-28.5,2
151108,2,51,130,2550, False,13.5,0,42
151251,2,61,130,2550, False,23.5,23.5,10
151397,2,9,130,2550, False,-28.5,0,-52
151540,2,6,130,2313, False,-31.5,-31.5,-3
151688,2,39,130,2550, False,1.5,0,33
151842,2,65,130,2550, False,27.5,27.5,26
151977,2,42,130,2550, False,4.5,0,-23
152118,2,11,130,2550, False,-26.5,0,-31
152269,2,38,130,2550, False,0.5,0,27
152417,2,78,130,2550, False,40.5,40.5,40
152567,2,45,130,2550, False,7.5,0,-33
152708,2,6,130,2550, False,-31.5,0,-39
152850,2,5,130,2550, False,-32.5,-32.5,-1
153007,2,5,130,2550, False,-32.5,-65,0
153147,2,4,130,1490, False,-33.5,-98.5,-1
153311,2,5,130,1488, False,-32.5,-131,1
153460,2,4,130,2550, False,-33.5,-164.5,-1
153601,2,5,130,2550, False,-32.5,-197,1
153737,2,6,130,2550, False,-31.5,-228.5,1
153877,2,6,130,2550, False,-31.5,-260,0
154087,2,6,130,2550, False,-31.5,-291.5,0
154240,2,6,130,2550, False,-31.5,-323,0
154381,2,16,130,2550, False,-21.5,-344.5,10
154530,2,8,130,2550, False,-29.5,-374,-8
154680,2,5,130,2550, False,-32.5,-406.5,-3
