time, step, color, speed, distance, stop, deviation, integral, derivative
154821,2,6,130,2550, False,-31.5,-438,1
154988,2,6,130,1202, False,-31.5,-469.5,0
155130,2,5,130,1160, False,-32.5,-502,-1
155270,2,5,130,1148, False,-32.5,-534.5,0
155419,2,5,130,1148, False,-32.5,-567,0
155558,2,5,130,1148, False,-32.5,-599.5,0
155710,2,49,130,1092, False,11.5,0,44
155860,2,76,130,2550, False,38.5,38.5,27
155998,2,80,130,2550, False,42.5,81,4
156159,2,80,130,2550, False,42.5,123.5,0
156298,2,81,130,1024, False,43.5,167,1
156450,2,84,130,986, False,46.5,213.5,3
156633,2,81,130,955, False,43.5,257,-3
156787,2,78,130,943, False,40.5,297.5,-3
156949,2,77,130,943, False,39.5,337,-1
157100,2,74,130,943, False,36.5,373.5,-3
157270,2,76,130,877, False,38.5,412,2
157447,2,5,130,873, False,-32.5,0,-71
157591,2,4,130,2550, False,-33.5,-33.5,-1
157735,2,10,130,845, False,-27.5,-61,6
157882,2,5,130,835, False,-32.5,-93.5,-5
158033,2,4,130,810, False,-33.5,-127,-1
158177,2,4,130,779, False,-33.5,-160.5,0
158320,2,5,130,754, False,-32.5,-193,1
158466,2,4,130,756, False,-33.5,-226.5,-1
158631,2,4,130,721, False,-33.5,-260,0
158769,2,3,130,705, False,-34.5,-294.5,-1
158920,2,4,130,689, False,-33.5,-328,1
159078,2,74,130,675, False,36.5,0,70
159228,2,78,130,653, False,40.5,40.5,4
159372,2,81,130,626, False,43.5,84,3
159517,2,78,130,607, False,40.5,124.5,-3
159653,2,72,90,586, False,34.5,159,-6
159809,2,72,90,563, False,34.5,193.5,0
159942,2,71,90,555, False,33.5,227,-1
160097,2,32,90,551, False,-5.5,0,-39
160240,2,5,89,546, False,-32.5,-32.5,-27
160381,2,8,88,525, False,-29.5,-62,3
160541,2,41,87,506, False,3.5,0,33
160711,2,37,80,496, False,-0.5,0,-4
160852,2,11,80,483, False,-26.5,-26.5,-26
161001,2,14,80,473, False,-23.5,-50,3
161146,2,43,80,452, False,5.5,0,29
161291,2,68,80,437, False,30.5,30.5,25
161447,2,25,80,429, False,-12.5,0,-43
161602,2,5,80,420, True,-12.5,0,-43
161736,2,23,80,399, True,-12.5,0,-43
161881,2,48,80,397, True,-12.5,0,-43
162047,2,52,80,393, True,-12.5,0,-43
162183,2,52,80,397, True,-12.5,0,-43
162325,2,52,80,393, True,-12.5,0,-43
162455,2,52,80,393, True,-12.5,0,-43
162598,2,52,80,393, True,-12.5,0,-43
162735,3,52,80,393, False,14.5,0,27
162896,3,37,80,392, False,-0.5,0,-15
163041,3,23,80,376, False,-14.5,-14.5,-14
163178,3,5,80,365, False,-32.5,-47,-18
163329,3,5,80,365, False,-32.5,-79.5,0
163486,3,6,80,357, False,-31.5,-111,1
163630,3,5,80,355, False,-32.5,-143.5,-1
163770,3,5,80,365, False,-32.5,-32.5,0
163910,3,5,80,365, False,-32.5,-65,0
164067,3,4,80,1672, False,-33.5,-98.5,-1
164227,3,5,80,1393, False,-32.5,-131,1
164376,3,6,80,1353, False,-31.5,-162.5,1
164527,3,5,80,1313, False,-32.5,-195,-1
164664,3,13,80,1219, False,-24.5,-219.5,8
164811,3,10,80,800, False,-27.5,-247,-3
164960,3,13,80,1156, False,-24.5,-271.5,3
165103,3,12,80,1147, False,-25.5,-297,-1
165248,3,5,80,1129, False,-32.5,-329.5,-7
165394,3,6,80,1114, False,-31.5,-361,1
165537,3,6,80,810, False,-31.5,-392.5,0
165681,3,5,80,1111, False,-32.5,-425,-1
165848,3,6,80,1525, False,-31.5,-456.5,1
165986,3,6,80,1521, False,-31.5,-488,0
166136,3,6,80,1520, False,-31.5,-519.5,0
166272,0,67,80.5,1563, False,29.5,0,61
166408,0,80,81,1615, False,42.5,42.5,13
166555,0,79,81.5,1227, False,41.5,84,-1
166701,0,78,82,1460, False,40.5,124.5,-1
166838,0,79,82.5,1443, False,41.5,166,1
166977,0,80,83,1020, False,42.5,208.5,1
167117,0,78,83.5,992, False,40.5,249,-2
167257,0,77,84,982, False,39.5,288.5,-1
167400,0,77,84.5,963, False,39.5,328,0
167540,0,35,85,972, False,-2.5,0,-42
167676,0,5,85.5,1351, False,-32.5,-32.5,-30
167828,0,42,86,1236, False,4.5,0,37
167978,0,81,86.5,931, False,43.5,43.5,39
168123,0,78,87,937, False,40.5,84,-3
168288,0,38,87.5,1288, False,0.5,0,-40
168446,0,19,88,1318, False,-18.5,0,-19
168608,0,80,88.5,1166, False,42.5,0,61
168768,0,79,89,1152, False,41.5,41.5,-1
168920,0,80,89.5,1232, False,42.5,84,1
169077,0,78,90,1761, False,40.5,124.5,-2
169220,0,71,90.5,1701, False,33.5,158,-7
169381,0,16,91,1690, False,-21.5,0,-55
169548,0,41,91.5,1665, False,3.5,0,25
169697,0,79,92,1654, False,41.5,41.5,38
169849,0,80,92.5,2550, False,42.5,84,1
169987,0,79,93,1625, False,41.5,125.5,-1
170157,0,79,93.5,1294, False,41.5,167,0
170297,0,77,94,2550, False,39.5,206.5,-2
170437,0,39,94.5,1771, False,1.5,0,-38
170597,0,11,95,2550, False,-26.5,0,-28
170750,0,88,95.5,1744, False,50.5,0,77
170917,0,78,96,2550, False,40.5,40.5,-10
171089,0,66,96.5,2550, False,28.5,69,-12
171240,0,54,97,2550, False,16.5,85.5,-12
171382,0,48,97.5,1551, False,10.5,96,-6
171521,0,41,98,2550, False,3.5,0,-7
171669,0,39,98.5,2550, False,1.5,0,-2
171839,0,70,99,2550, False,32.5,32.5,31
171990,0,75,99.5,2550, False,37.5,70,5
172157,0,55,100,2550, False,17.5,87.5,-20
172316,0,34,100.5,2550, False,-3.5,0,-21
172468,0,74,101,2550, False,36.5,0,40
172617,0,77,101.5,2550, False,39.5,39.5,3
172749,0,77,102,1262, False,39.5,79,0
172897,0,78,102.5,2550, False,40.5,119.5,1
173059,0,75,103,2550, False,37.5,157,-3
173197,0,44,103.5,2550, False,6.5,0,-31
173330,0,43,104,2550, False,5.5,0,-1
173481,0,78,104.5,2550, False,40.5,40.5,35
173627,0,74,105,2550, False,36.5,77,-4
173761,0,62,105.5,2550, False,24.5,101.5,-12
173893,0,64,106,2550, False,26.5,128,2
174030,0,64,106.5,2550, False,26.5,154.5,0
174167,0,30,107,2550, False,-7.5,0,-34
174308,0,7,107.5,2489, False,-30.5,-30.5,-23
174450,0,54,108,2550, False,16.5,0,47
174592,0,77,108.5,2550, False,39.5,39.5,23
174737,0,56,109,2550, False,18.5,58,-21
174880,0,5,109.5,2550, False,-32.5,0,-51
175016,0,5,110,2550, False,-32.5,-32.5,0
175160,0,64,110.5,2550, False,26.5,0,59
175290,0,78,111,2550, False,40.5,40.5,14
175430,0,18,111.5,2430, False,-19.5,0,-60
175571,0,5,112,2419, False,-32.5,-32.5,-13
175727,0,38,112.5,2550, False,0.5,0,33
175885,0,55,113,2550, False,17.5,17.5,17
176037,0,17,113.5,2334, False,-20.5,0,-38
176180,0,9,114,2358, False,-28.5,-28.5,-8
176348,0,55,114.5,2550, False,17.5,0,46
176500,0,71,115,2550, False,33.5,33.5,16
176648,0,31,115.5,2302, False,-6.5,0,-40
176801,0,5,116,2241, False,-32.5,-32.5,-26
176951,0,37,116.5,2305, False,-0.5,0,32
177108,0,78,117,2550, False,40.5,0,41
177248,0,58,117.5,2241, False,20.5,20.5,-20
177390,0,6,118,2550, False,-31.5,0,-52
177530,0,8,118.5,2181, False,-29.5,-29.5,2
177678,0,70,119,2342, False,32.5,0,62
177819,0,71,119.5,2146, False,33.5,33.5,1
177967,0,8,120,2098, False,-29.5,0,-63
178120,0,5,120.5,2064, False,-32.5,-32.5,-3
178259,0,56,121,2045, False,18.5,0,51
178398,0,62,121.5,2037, False,24.5,24.5,6
178552,0,8,122,2018, False,-29.5,0,-54
178707,0,9,122.5,1984, False,-28.5,-28.5,1
178858,0,63,123,1964, False,25.5,0,54
179008,0,69,123.5,1955, False,31.5,31.5,6
179177,0,9,124,1934, False,-28.5,0,-60
179317,0,5,124.5,1898, False,-32.5,-32.5,-4
179461,0,48,125,1881, False,10.5,0,43
179597,0,69,125.5,1862, False,31.5,31.5,21
179739,0,12,126,1837, False,-25.5,0,-57
179899,0,6,126.5,1816, False,-31.5,-31.5,-6
180040,0,61,127,1801, False,23.5,0,55
180181,0,76,127.5,1785, False,38.5,38.5,15
180329,0,21,128,1761, False,-16.5,0,-55
180472,0,6,128.5,1736, False,-31.5,-31.5,-15
180609,0,26,129,1722, False,-11.5,-43,20
180771,0,50,129.5,1694, False,12.5,0,24
180913,0,34,130,1679, False,-3.5,0,-16
181078,0,20,130,1658, False,-17.5,-17.5,-14
181211,0,42,130,1633, False,4.5,0,22
181348,0,64,130,1623, False,26.5,26.5,22
181503,0,36,130,1587, False,-1.5,0,-28
181647,0,7,130,1577, False,-30.5,-30.5,-29
181789,0,43,130,1558, False,5.5,0,36
181957,0,70,130,1543, False,32.5,32.5,27
182092,0,29,130,1519, False,-8.5,0,-41
182230,0,6,130,1499, False,-31.5,-31.5,-23
182384,0,49,130,1480, False,11.5,0,43
182536,0,67,130,1460, False,29.5,29.5,18
182679,0,24,130,1438, False,-13.5,0,-43
182859,0,15,130,1420, False,-22.5,-22.5,-9
183010,0,63,130,1397, False,25.5,0,48
183178,0,75,130,1379, False,37.5,37.5,12
183330,0,12,130,1362, False,-25.5,0,-63
183478,0,6,130,1362, False,-31.5,-31.5,-6
183631,0,74,130,1362, False,36.5,0,68
183787,0,78,130,1362, False,40.5,40.5,4
183938,0,76,130,1362, False,38.5,79,-2
184080,0,78,130,1362, False,40.5,119.5,2
184218,0,80,130,1242, False,42.5,162,2
184390,0,78,130,1223, False,40.5,202.5,-2
184531,0,75,130,1206, False,37.5,240,-3
184679,0,51,130,1191, False,13.5,253.5,-24
184823,0,22,130,1189, False,-15.5,0,-29
184960,0,34,130,1182, False,-3.5,0,12
185110,0,62,130,1152, False,24.5,0,28
185252,0,82,130,1143, False,44.5,44.5,20
185421,0,78,130,1835, False,40.5,85,-4
185587,0,71,130,1808, False,33.5,118.5,-7
185737,0,56,130,1778, False,18.5,137,-15
185897,0,43,130,1757, False,5.5,0,-13
186047,0,50,130,1736, False,12.5,12.5,7
186201,0,76,130,1716, False,38.5,51,26
186357,0,72,130,1696, False,34.5,85.5,-4
186497,0,74,130,1676, False,36.5,122,2
186658,0,78,130,1656, False,40.5,162.5,4
186810,0,72,130,1638, False,34.5,197,-6
186957,0,53,130,1627, False,15.5,212.5,-19
187108,0,20,130,2550, False,-17.5,0,-33
187250,0,68,130,2550, False,30.5,0,48
187391,0,79,130,1580, False,41.5,41.5,11
187537,0,78,130,1579, False,40.5,82,-1
187680,0,78,130,1632, False,40.5,122.5,0
187822,0,77,130,2550, False,39.5,162,-1
187971,0,32,130,2550, False,-5.5,0,-45
188107,0,5,130,2550, False,-32.5,-32.5,-27
188257,0,52,130,2550, False,14.5,0,47
188411,0,69,130,2550, False,31.5,31.5,17
188560,0,34,130,2550, False,-3.5,0,-35
188703,0,7,130,2550, False,-30.5,-30.5,-27
188852,0,57,130,2550, False,19.5,0,50
189002,0,75,130,2550, False,37.5,37.5,18
189142,0,61,130,2550, False,23.5,61,-14
189297,0,7,130,2550, False,-30.5,0,-54
189448,0,5,130,2550, False,-32.5,-32.5,-2
189639,0,50,130,2550, False,12.5,0,45
189800,0,68,130,2550, False,30.5,30.5,18
189958,0,23,130,2550, False,-14.5,0,-45
190112,0,5,130,2550, False,-32.5,-32.5,-18
190282,0,54,130,1919, False,16.5,0,49
190439,0,77,130,1881, False,39.5,39.5,23
190597,0,47,130,1944, False,9.5,0,-30
190784,0,5,130,1852, False,-32.5,0,-42
190941,0,18,130,1848, False,-19.5,-19.5,13
191099,0,68,130,2550, False,30.5,0,50
191252,0,63,130,1793, False,25.5,25.5,-5
191417,0,9,130,1771, False,-28.5,0,-54
191581,0,16,130,1732, False,-21.5,-21.5,7
191741,0,83,130,1732, False,45.5,0,67
191892,0,76,130,1732, False,38.5,38.5,-7
192048,0,47,130,1678, False,9.5,0,-29
192199,0,35,130,1650, False,-2.5,0,-12
192339,0,53,130,1633, False,15.5,0,18
192487,0,57,130,1612, False,19.5,19.5,4
192650,0,12,130,1603, False,-25.5,0,-45
192780,0,6,130,1581, False,-31.5,-31.5,-6
192924,0,58,130,2257, False,20.5,0,52
193077,0,60,130,1555, False,22.5,22.5,2
193247,0,5,130,1520, False,-32.5,0,-55
193407,0,6,130,1511, False,-31.5,-31.5,1
193548,0,56,130,1511, False,18.5,0,50
193688,0,69,130,1511, False,31.5,31.5,13
193827,0,18,130,1511, False,-19.5,0,-51
193968,0,6,130,1511, False,-31.5,-31.5,-12
194118,0,48,130,1511, False,10.5,0,42
194258,0,67,130,1511, False,29.5,29.5,19
194428,0,8,130,2550, False,-29.5,0,-59
194570,0,5,130,1407, False,-32.5,-32.5,-3
194716,0,39,130,2550, False,1.5,0,34
194853,0,70,130,1497, False,32.5,32.5,31
194992,0,17,130,1442, False,-20.5,0,-53
195147,0,6,130,1301, False,-31.5,-31.5,-11
195280,0,35,130,1397, False,-2.5,0,29
195427,0,66,130,2550, False,28.5,0,31
195578,0,40,130,2469, False,2.5,0,-26
195720,0,7,130,1380, False,-30.5,0,-33
195879,0,45,130,1376, False,7.5,0,38
196028,0,76,130,1336, False,38.5,38.5,31
196168,0,37,130,2352, False,-0.5,0,-39
196320,0,18,130,2336, False,-19.5,-19.5,-19
196462,0,52,130,1277, False,14.5,0,34
196607,0,79,130,1250, False,41.5,41.5,27
196771,0,65,130,2292, False,27.5,69,-14
196949,0,58,130,2284, False,20.5,89.5,-7
197119,0,66,130,1543, False,28.5,118,8
197279,0,70,130,1543, False,32.5,150.5,4
197431,0,71,80,326, False,33.5,184,1
197582,0,77,80.5,2550, False,39.5,223.5,6
197732,0,74,81,1121, False,36.5,260,-3
197875,0,22,81.5,1127, False,-15.5,0,-52
198028,0,6,82,1106, False,-31.5,-31.5,-16
198171,0,39,82.5,1093, False,1.5,0,33
198311,0,78,83,1076, False,40.5,40.5,39
198467,0,83,83.5,1062, False,45.5,86,5
198608,0,63,84,1050, False,25.5,111.5,-20
198747,0,18,84.5,1037, False,-19.5,0,-45
198890,0,13,85,1032, False,-24.5,-24.5,-5
199048,0,74,85.5,1024, False,36.5,0,61
199198,0,76,86,998, False,38.5,38.5,2
199349,0,42,86.5,998, False,4.5,0,-34
199489,0,16,87,1000, False,-21.5,0,-26
199640,0,80,87.5,978, False,42.5,0,64
199789,0,81,88,964, False,43.5,43.5,1
199947,0,79,88.5,2550, False,41.5,85,-2
200084,0,77,89,2550, False,39.5,124.5,-2
200229,0,68,89.5,2550, False,30.5,155,-9
200369,0,47,90,2550, False,9.5,0,-21
200508,0,26,90.5,2550, False,-11.5,0,-21
200660,0,77,91,2550, False,39.5,0,51
200802,0,78,91.5,891, False,40.5,40.5,1
200951,0,77,92,871, False,39.5,80,-1
201087,0,74,92.5,878, False,36.5,116.5,-3
201238,0,61,93,2550, False,23.5,140,-13
201400,0,45,93.5,2441, False,7.5,0,-16
201538,0,59,94,2426, False,21.5,21.5,14
201686,0,80,94.5,2422, False,42.5,64,21
201832,0,77,95,2550, False,39.5,103.5,-3
201977,0,69,95.5,2550, False,31.5,135,-8
202125,0,48,96,2550, False,10.5,145.5,-21
202277,0,24,96.5,2550, False,-13.5,0,-24
202418,0,29,97,2494, False,-8.5,0,5
202560,0,64,97.5,2479, False,26.5,0,35
202708,0,66,98,2459, False,28.5,28.5,2
202867,0,21,98.5,2443, False,-16.5,0,-45
203021,0,17,99,2441, False,-20.5,-20.5,-4
203162,0,66,99.5,2420, False,28.5,0,49
203298,0,74,100,2404, False,36.5,36.5,8
203437,0,58,100.5,2396, False,20.5,57,-16
203593,0,9,101,2379, False,-28.5,0,-49
203746,0,16,101.5,2370, False,-21.5,-21.5,7
203890,0,75,102,2343, False,37.5,0,59
204037,0,76,102.5,2335, False,38.5,38.5,1
204171,0,18,103,2326, False,-19.5,0,-58
204318,0,5,103.5,2330, False,-32.5,-32.5,-13
204467,0,39,104,2306, False,1.5,0,34
204608,0,68,104.5,2297, False,30.5,30.5,29
204757,0,27,105,2283, False,-10.5,0,-41
204898,0,5,105.5,2289, False,-32.5,-32.5,-22
205047,0,36,106,2249, False,-1.5,0,31
205188,0,70,106.5,2241, False,32.5,0,34
205333,0,37,107,2233, False,-0.5,0,-33
205477,0,5,107.5,2550, False,-32.5,-32.5,-32
205618,0,12,108,1481, False,-25.5,-58,7
205759,0,57,108.5,2550, False,19.5,0,45
205900,0,65,109,2550, False,27.5,27.5,8
206040,0,16,109.5,2550, False,-21.5,0,-49
206182,0,6,110,2550, False,-31.5,-31.5,-10
206337,0,62,110.5,2550, False,24.5,0,56
206488,0,63,111,2550, False,25.5,25.5,1
206646,0,12,111.5,2550, False,-25.5,0,-51
206780,0,5,112,2550, False,-32.5,-32.5,-7
206928,0,72,112.5,2550, False,34.5,0,67
207068,0,77,113,2550, False,39.5,39.5,5
207204,0,31,113.5,2550, False,-6.5,0,-46
207346,0,10,114,2550, False,-27.5,-27.5,-21
207487,0,27,114.5,2550, False,-10.5,-38,17
207627,0,67,115,2550, False,29.5,0,40
207768,0,62,115.5,2550, False,24.5,24.5,-5
207910,0,13,116,2550, False,-24.5,0,-49
208052,0,8,116.5,2550, False,-29.5,-29.5,-5
208188,0,73,117,2550, False,35.5,0,65
208339,0,77,117.5,2550, False,39.5,39.5,4
208498,0,16,118,2550, False,-21.5,0,-61
208638,0,5,118.5,2550, False,-32.5,-32.5,-11
208789,0,68,119,2550, False,30.5,0,63
208927,0,77,119.5,2550, False,39.5,39.5,9
209064,0,50,120,2550, False,12.5,52,-27
209219,0,6,120.5,2550, False,-31.5,0,-44
209358,0,8,121,2550, False,-29.5,-29.5,2
209497,0,65,121.5,2550, False,27.5,0,57
209638,0,67,122,1830, False,29.5,29.5,2
209784,0,22,122.5,1830, False,-15.5,0,-45
209924,0,6,123,1830, False,-31.5,-31.5,-16
210082,0,58,123.5,1830, False,20.5,0,52
210227,0,76,124,2550, False,38.5,38.5,18
210370,0,35,124.5,2550, False,-2.5,0,-41
210520,0,5,125,2550, False,-32.5,-32.5,-30
210661,0,46,125.5,1744, False,8.5,0,41
210797,0,79,126,2051, False,41.5,41.5,33
210938,0,34,126.5,2550, False,-3.5,0,-45
211089,0,5,127,1702, False,-32.5,-32.5,-29
211234,0,47,127.5,2550, False,9.5,0,42
211373,0,73,128,2550, False,35.5,35.5,26
211528,0,32,128.5,2550, False,-5.5,0,-41
211670,0,6,129,2550, False,-31.5,-31.5,-26
211802,0,31,129.5,2550, False,-6.5,0,25
211947,0,72,130,1557, False,34.5,0,41
212090,0,47,130,2099, False,9.5,0,-25
212231,0,6,130,2550, False,-31.5,0,-41
212377,0,25,130,1513, False,-12.5,-12.5,19
212526,0,78,130,2550, False,40.5,0,53
212681,0,75,130,1468, False,37.5,37.5,-3
212823,0,74,130,1456, False,36.5,74,-1
212968,0,75,130,2550, False,37.5,111.5,1
213130,0,74,130,2550, False,36.5,148,-1
213277,0,73,130,2550, False,35.5,183.5,-1
213418,0,74,130,2550, False,36.5,220,1
213557,0,74,130,2550, False,36.5,256.5,0
213721,0,74,130,2550, False,36.5,293,0
213866,0,30,130,1740, False,-7.5,0,-44
214001,0,5,130,2550, False,-32.5,-32.5,-25
214140,0,78,130,2550, False,40.5,0,73
214299,0,82,130,2550, False,44.5,44.5,4
214441,0,62,130,2550, False,24.5,69,-20
214584,0,56,130,2550, False,18.5,87.5,-6
214759,0,74,130,2550, False,36.5,124,18
214920,0,66,130,2550, False,28.5,152.5,-8
215064,0,23,130,2550, False,-14.5,0,-43
215218,0,16,130,2550, False,-21.5,-21.5,-7
215364,0,79,130,2550, False,41.5,0,63
215507,0,81,130,2550, False,43.5,43.5,2
215677,0,81,130,2550, False,43.5,87,0
215837,0,81,130,2550, False,43.5,130.5,0
215978,0,78,130,2550, False,40.5,171,-3
216138,0,63,130,2550, False,25.5,196.5,-15
216281,0,79,130,2550, False,41.5,238,16
216429,0,80,130,2550, False,42.5,280.5,1
216590,0,78,130,2550, False,40.5,321,-2
216740,0,35,130,2550, False,-2.5,0,-43
216897,0,5,130,2550, False,-32.5,-32.5,-30
217052,0,18,130,2550, False,-19.5,-52,13
217212,0,71,130,2550, False,33.5,0,53
217380,0,53,130,2550, False,15.5,15.5,-18
217529,0,5,130,2550, False,-32.5,0,-48
217678,0,5,130,2550, False,-32.5,-32.5,0
217822,0,44,130,2550, False,6.5,0,39
217967,0,53,130,2550, False,15.5,15.5,9
218118,0,18,130,2550, False,-19.5,0,-35
218257,0,9,130,2550, False,-28.5,-28.5,-9
218398,0,52,130,2550, False,14.5,0,43
218540,0,74,130,2550, False,36.5,36.5,22
218690,0,43,130,2550, False,5.5,0,-31
218831,0,6,130,2550, False,-31.5,0,-37
218979,0,30,130,2550, False,-7.5,0,24
219120,0,77,130,2550, False,39.5,0,47
219261,0,64,130,2550, False,26.5,26.5,-13
219399,0,7,130,2550, False,-30.5,0,-57
219539,0,6,130,2550, False,-31.5,-31.5,-1
219697,0,67,130,2550, False,29.5,0,61
219848,0,75,130,2550, False,37.5,37.5,8
219992,0,23,130,2550, False,-14.5,0,-52
220161,0,7,130,2550, False,-30.5,-30.5,-16
220311,0,65,130,2550, False,27.5,0,58
220457,0,74,130,2550, False,36.5,36.5,9
220600,0,21,130,2550, False,-16.5,0,-53
220760,0,23,130,2550, False,-14.5,-14.5,2
220920,0,70,130,2550, False,32.5,0,47
221070,0,70,130,2550, False,32.5,32.5,0
221229,0,6,130,2550, False,-31.5,0,-64
221385,0,4,130,2550, False,-33.5,-33.5,-2
221536,0,57,130,2550, False,19.5,0,53
221688,0,63,130,2550, False,25.5,25.5,6
221838,0,9,130,2550, False,-28.5,0,-54
221988,0,6,130,2550, False,-31.5,-31.5,-3
222141,0,48,130,2550, False,10.5,0,42
222281,0,70,130,2550, False,32.5,32.5,22
222437,0,11,130,2550, False,-26.5,0,-59
222579,0,4,130,2550, False,-33.5,-33.5,-7
222720,0,27,130,2550, False,-10.5,-44,23
222862,0,39,130,2550, False,1.5,0,12
222995,0,44,130,2550, False,6.5,0,5
223149,0,36,130,2550, False,-1.5,0,-8
223291,0,24,130,2550, False,-13.5,-13.5,-12
223431,0,46,80,326, False,8.5,0,22
223589,0,73,80.5,2550, False,35.5,35.5,27
223741,0,28,81,2550, False,-9.5,0,-45
223884,0,9,81.5,2550, False,-28.5,-28.5,-19
224026,0,32,82,1572, False,-5.5,0,23
224168,0,62,82.5,1565, False,24.5,0,30
224302,0,44,83,2550, False,6.5,0,-18
224448,0,9,83.5,2550, False,-28.5,0,-35
224588,0,21,84,2550, False,-16.5,-16.5,12
224740,0,74,84.5,2550, False,36.5,0,53
224883,0,63,85,2550, False,25.5,25.5,-11
225018,0,6,85.5,2550, False,-31.5,0,-57
225168,0,6,86,2550, False,-31.5,-31.5,0
225318,0,67,86.5,1448, False,29.5,0,61
225458,0,78,87,1418, False,40.5,40.5,11
225610,0,16,87.5,1443, False,-21.5,0,-62
225761,0,6,88,2550, False,-31.5,-31.5,-10
225910,0,73,88.5,1368, False,35.5,0,67
226048,0,72,89,1236, False,34.5,34.5,-1
226187,0,21,89.5,1223, False,-16.5,0,-51
226328,0,6,90,2550, False,-31.5,-31.5,-15
226463,0,62,90.5,1298, False,24.5,0,56
226598,0,79,91,1179, False,41.5,41.5,17
226750,0,78,91.5,1389, False,40.5,82,-1
226892,0,58,92,2550, False,20.5,102.5,-20
227028,0,33,92.5,2550, False,-4.5,0,-25
227177,0,64,93,2550, False,26.5,0,31
227314,0,82,93.5,2550, False,44.5,44.5,18
227453,0,81,94,2550, False,43.5,88,-1
227588,0,72,94.5,2550, False,34.5,122.5,-9
227728,0,23,95,2550, False,-14.5,0,-49
227871,0,24,95.5,2550, False,-13.5,-13.5,1
228017,0,79,96,2550, False,41.5,0,55
228167,0,78,96.5,2550, False,40.5,40.5,-1
228326,0,79,97,1628, False,41.5,82,1
228469,0,80,97.5,2550, False,42.5,124.5,1
228648,0,78,98,2550, False,40.5,165,-2
228800,0,70,98.5,2550, False,32.5,197.5,-8
228950,0,36,99,2550, False,-1.5,0,-34
229100,0,9,99.5,2550, False,-28.5,-28.5,-27
229238,0,59,100,2550, False,21.5,0,50
229387,0,76,100.5,2550, False,38.5,38.5,17
229539,0,71,101,1671, False,33.5,72,-5
229709,0,19,101.5,2550, False,-18.5,0,-52
229882,0,53,102,2550, False,15.5,0,34
230037,0,76,102.5,1388, False,38.5,38.5,23
230200,0,72,103,2550, False,34.5,73,-4
230340,0,64,103.5,2550, False,26.5,99.5,-8
230481,0,64,104,2550, False,26.5,126,0
230640,0,62,104.5,1261, False,24.5,150.5,-2
230782,0,54,105,2550, False,16.5,167,-8
230931,0,36,105.5,2550, False,-1.5,0,-18
231067,0,47,106,2550, False,9.5,0,11
231207,0,76,106.5,2550, False,38.5,38.5,29
231369,0,81,107,2550, False,43.5,82,5
231507,0,75,107.5,2550, False,37.5,119.5,-6
231647,0,63,108,2550, False,25.5,145,-12
231790,0,41,108.5,2550, False,3.5,0,-22
231944,0,30,109,2550, False,-7.5,0,-11
232089,0,65,109.5,2494, False,27.5,0,35
232247,0,69,110,2550, False,31.5,31.5,4
232390,0,48,110.5,2550, False,10.5,42,-21
232539,0,43,111,2464, False,5.5,0,-5
