time, color, distance, speed, stop, step, deviation, integral, derivative
100, 42, 1980, 90.50000000000001, False, 0, 4.5, 0, 4.5
256, 41, 2336, 91.0, False, 0, 3.5, 0, -1.0
418, 17, 2049, 91.5, False, 0, -20.5, 0, -24.0
558, 33, 2019, 92.00000000000001, False, 0, -4.5, 0, 16.0
693, 67, 2282, 92.5, False, 0, 29.5, 0, 34.0
837, 37, 1936, 93.00000000000001, False, 0, -0.5, 0, -30.0
981, 6, 1946, 93.5, False, 0, -31.5, -31.5, -31.0
1127, 43, 1919, 94.0, False, 0, 5.5, 0, 37.0
1268, 77, 1927, 94.50000000000001, False, 0, 39.5, 39.5, 34.0
1417, 46, 1885, 95.0, False, 0, 8.5, 0, -31.0
1557, 5, 1862, 95.50000000000001, False, 0, -32.5, 0, -41.00000000000001
1726, 36, 1831, 96.00000000000001, False, 0, -1.5, 0, 31.0
1877, 72, 1843, 96.5, False, 0, 34.5, 0, 36.0
2040, 41, 1807, 97.00000000000001, False, 0, 3.5, 0, -31.0
2199, 6, 1795, 97.5, False, 0, -31.5, 0, -35.0
2336, 22, 1762, 98.00000000000001, False, 0, -15.5, -15.5, 16.0
2481, 75, 1748, 98.50000000000001, False, 0, 37.5, 0, 53.00000000000001
2628, 69, 1740, 99.0, False, 0, 31.5, 31.5, -6.0
2778, 10, 1722, 99.50000000000001, False, 0, -27.5, 0, -59.0
2930, 12, 1708, 100.0, False, 0, -25.5, -25.5, 2.0
3077, 63, 1692, 100.5, False, 0, 25.5, 0, 51.00000000000001
3247, 64, 1676, 101.0, False, 0, 26.5, 26.5, 1.0
3391, 12, 1662, 101.5, False, 0, -25.5, 0, -52.0
3537, 6, 1640, 102.0, False, 0, -31.5, -31.5, -6.0
3677, 55, 1628, 102.5, False, 0, 17.5, 0, 49.0
3817, 69, 1607, 103.0, False, 0, 31.5, 31.5, 14.0
3967, 13, 1588, 103.5, False, 0, -24.5, 0, -56.00000000000001
4116, 4, 1573, 104.0, False, 0, -33.5, -33.5, -9.0
4270, 56, 1558, 104.5, False, 0, 18.5, 0, 52.0
4418, 73, 1547, 105.0, False, 0, 35.5, 35.5, 17.0
4570, 12, 1528, 105.5, False, 0, -25.5, 0, -61.00000000000001
4720, 5, 1511, 106.0, False, 0, -32.5, -32.5, -7.0
4864, 58, 1499, 106.5, False, 0, 20.5, 0, 53.00000000000001
5001, 74, 1482, 107.0, False, 0, 36.5, 36.5, 16.0
5159, 16, 1464, 107.5, False, 0, -21.5, 0, -58.00000000000001
5307, 5, 1452, 108.0, False, 0, -32.5, -32.5, -11.0
5458, 46, 1430, 108.5, False, 0, 8.5, 0, 41.00000000000001
5617, 68, 1413, 109.0, False, 0, 30.5, 30.5, 22.0
5758, 21, 1397, 109.5, False, 0, -16.5, 0, -47.0
5912, 5, 1385, 110.0, False, 0, -32.5, -32.5, -16.0
6051, 43, 1381, 110.5, False, 0, 5.5, 0, 38.0
6197, 71, 1352, 111.0, False, 0, 33.5, 33.5, 28.0
6337, 41, 1352, 111.5, False, 0, 3.5, 0, -30.0
6469, 8, 1352, 112.0, False, 0, -29.5, 0, -33.0
6611, 53, 1352, 112.5, False, 0, 15.5, 0, 45.0
6749, 78, 1352, 113.0, False, 0, 40.5, 40.5, 25.0
6887, 78, 1352, 113.5, False, 0, 40.5, 81.0, 0.0
7027, 78, 1352, 114.0, False, 0, 40.5, 121.5, 0.0
7162, 79, 1352, 114.5, False, 0, 41.5, 163.0, 1.0
7311, 78, 1227, 115.0, False, 0, 40.5, 203.5, -1.0
7448, 61, 1219, 115.5, False, 0, 23.5, 227.0, -17.0
7598, 15, 1219, 116.0, False, 0, -22.5, 0, -46.00000000000001
7739, 12, 1210, 116.5, False, 0, -25.5, -25.5, -3.0
7877, 78, 1183, 117.0, False, 0, 40.5, 0, 66.00000000000001
8028, 75, 1164, 117.5, False, 0, 37.5, 37.5, -3.0
8178, 52, 1162, 118.0, False, 0, 14.5, 52.0, -23.0
8317, 82, 1148, 118.5, False, 0, 44.5, 96.5, 30.0
8459, 83, 1138, 119.0, False, 0, 45.5, 142.0, 1.0
8600, 78, 1817, 119.5, False, 0, 40.5, 182.5, -5.0
8732, 79, 1799, 120.0, False, 0, 41.5, 224.0, 1.0
8871, 68, 1779, 120.5, False, 0, 30.5, 254.5, -11.0
9012, 6, 1756, 121.0, False, 0, -31.5, 0, -62.0
9159, 5, 1741, 121.5, False, 0, -32.5, -32.5, -1.0
9297, 49, 1726, 122.0, False, 0, 11.5, 0, 44.0
9463, 66, 1714, 122.5, False, 0, 28.5, 28.5, 17.0
9618, 53, 1687, 123.0, False, 0, 15.5, 44.0, -13.0
9771, 62, 1666, 123.5, False, 0, 24.5, 68.50000000000001, 9.0
9921, 78, 1649, 124.0, False, 0, 40.5, 109.0, 16.0
10060, 78, 1633, 124.5, False, 0, 40.5, 149.5, 0.0
10208, 67, 1619, 125.0, False, 0, 29.5, 179.0, -11.0
10352, 52, 1611, 125.5, False, 0, 14.5, 193.5, -15.0
10492, 47, 1607, 126.0, False, 0, 9.5, 0, -5.0
10637, 77, 1607, 126.5, False, 0, 39.5, 39.5, 30.0
10778, 78, 2550, 127.0, False, 0, 40.5, 80.0, 1.0
10937, 70, 2550, 127.5, False, 0, 32.5, 112.5, -8.0
11078, 43, 2550, 128.0, False, 0, 5.5, 0, -27.0
11229, 27, 2550, 128.5, False, 0, -10.5, 0, -16.0
11362, 61, 2550, 129.0, False, 0, 23.5, 0, 34.0
11509, 72, 2550, 129.5, False, 0, 34.5, 34.5, 11.0
11644, 53, 2550, 130.0, False, 0, 15.5, 50.0, -19.0
11791, 15, 2550, 130.0, False, 0, -22.5, 0, -38.0
11937, 16, 2550, 130.0, False, 0, -21.5, -21.5, 1.0
12068, 73, 2550, 130.0, False, 0, 35.5, 0, 57.0
12228, 70, 2550, 130.0, False, 0, 32.5, 32.5, -3.0
12380, 6, 2550, 130.0, False, 0, -31.5, 0, -64.0
12528, 5, 2550, 130.0, False, 0, -32.5, -32.5, -1.0
12678, 64, 2550, 130.0, False, 0, 26.5, 0, 59.0
12818, 73, 2550, 130.0, False, 0, 35.5, 35.5, 9.0
12967, 26, 2550, 130.0, False, 0, -11.5, 0, -47.0
13102, 6, 2550, 130.0, False, 0, -31.5, -31.5, -20.0
13249, 16, 2550, 130.0, False, 0, -21.5, -53.00000000000001, 10.0
13391, 60, 2550, 130.0, False, 0, 22.5, 0, 44.0
13538, 71, 2550, 130.0, False, 0, 33.5, 33.5, 11.0
13678, 13, 2550, 130.0, False, 0, -24.5, 0, -58.00000000000001
13829, 7, 2550, 130.0, False, 0, -30.5, -30.5, -6.0
13981, 71, 2550, 130.0, False, 0, 33.5, 0, 64.0
14121, 77, 2550, 130.0, False, 0, 39.5, 39.5, 6.0
14261, 22, 2550, 130.0, False, 0, -15.5, 0, -55.0
14410, 14, 1797, 130.0, False, 0, -23.5, -23.5, -8.0
14551, 62, 2370, 130.0, False, 0, 24.5, 0, 48.00000000000001
14710, 68, 1825, 130.0, False, 0, 30.5, 30.5, 6.0
14852, 20, 1783, 130.0, False, 0, -17.5, 0, -48.00000000000001
14999, 5, 1732, 130.0, False, 0, -32.5, -32.5, -15.0
15147, 56, 1723, 130.0, False, 0, 18.5, 0, 51.00000000000001
15297, 69, 2390, 130.0, False, 0, 31.5, 31.5, 13.0
15439, 18, 1665, 130.0, False, 0, -19.5, 0, -51.00000000000001
15579, 6, 1641, 130.0, False, 0, -31.5, -31.5, -12.0
15728, 41, 1640, 130.0, False, 0, 3.5, 0, 35.0
15871, 68, 1678, 130.0, False, 0, 30.5, 30.5, 27.0
16007, 33, 1616, 130.0, False, 0, -4.5, 0, -35.0
16152, 5, 1572, 130.0, False, 0, -32.5, -32.5, -28.0
16298, 29, 1558, 130.0, False, 0, -8.5, 0, 24.0
16448, 77, 1528, 130.0, False, 0, 39.5, 0, 48.00000000000001
16580, 49, 1529, 130.0, False, 0, 11.5, 11.5, -28.0
16728, 6, 1490, 130.0, False, 0, -31.5, 0, -43.0
16877, 14, 1486, 130.0, False, 0, -23.5, -23.5, 8.0
17027, 73, 1486, 130.0, False, 0, 35.5, 0, 59.0
17175, 78, 1472, 130.0, False, 0, 40.5, 40.5, 5.0
17318, 19, 1472, 130.0, False, 0, -18.5, 0, -59.0
17471, 5, 1472, 130.0, False, 0, -32.5, -32.5, -14.0
17617, 60, 1472, 130.0, False, 0, 22.5, 0, 55.0
17772, 79, 1472, 130.0, False, 0, 41.5, 41.5, 19.0
17920, 28, 2550, 130.0, False, 0, -9.5, 0, -51.00000000000001
18060, 5, 2550, 130.0, False, 0, -32.5, -32.5, -23.0
18197, 18, 2550, 130.0, False, 0, -19.5, -52.0, 13.0
18338, 62, 1856, 130.0, False, 0, 24.5, 0, 44.0
18497, 51, 1408, 130.0, False, 0, 13.5, 13.5, -11.0
18648, 6, 2063, 130.0, False, 0, -31.5, 0, -45.0
18789, 7, 2072, 130.0, False, 0, -30.5, -30.5, 1.0
18931, 67, 2047, 130.0, False, 0, 29.5, 0, 60.0
19078, 73, 1366, 130.0, False, 0, 35.5, 35.5, 6.0
19219, 7, 2550, 130.0, False, 0, -30.5, 0, -66.00000000000001
19362, 5, 2382, 130.0, False, 0, -32.5, -32.5, -2.0
19507, 47, 2340, 130.0, False, 0, 9.5, 0, 42.0
19658, 61, 2550, 130.0, False, 0, 23.5, 23.5, 14.0
19807, 26, 1280, 130.0, False, 0, -11.5, 0, -35.0
19950, 18, 1250, 130.0, False, 0, -19.5, -19.5, -8.0
20086, 73, 2550, 130.0, False, 0, 35.5, 0, 55.0
20219, 71, 2230, 130.0, False, 0, 33.5, 33.5, -2.0
20358, 64, 2230, 130.0, False, 0, 26.5, 60.0, -7.0
20500, 67, 2227, 130.0, False, 0, 29.5, 89.50000000000001, 3.0
20643, 71, 2227, 130.0, False, 0, 33.5, 123.0, 4.0
20788, 74, 336, 80, False, 0, 36.5, 159.5, 3.0
20928, 78, 2163, 80.50000000000001, False, 0, 40.5, 200.0, 4.0
21077, 78, 1122, 81.0, False, 0, 40.5, 240.5, 0.0
21209, 80, 1114, 81.5, False, 0, 42.5, 283.0, 2.0
21349, 80, 1062, 82.00000000000001, False, 0, 42.5, 325.5, 0.0
21480, 32, 1080, 82.5, False, 0, -5.5, 0, -48.00000000000001
21619, 5, 1076, 83.00000000000001, False, 0, -32.5, -32.5, -27.0
21768, 15, 1066, 83.5, False, 0, -22.5, -55.0, 10.0
21919, 88, 1046, 84.0, False, 0, 50.50000000000001, 0, 73.00000000000001
22068, 79, 1042, 84.50000000000001, False, 0, 41.5, 41.5, -9.0
22210, 37, 1024, 85.0, False, 0, -0.5, 0, -42.0
22352, 34, 1028, 85.50000000000001, False, 0, -3.5, 0, -3.0
22488, 75, 1001, 86.0, False, 0, 37.5, 0, 41.00000000000001
22628, 74, 998, 86.5, False, 0, 36.5, 36.5, -1.0
22779, 30, 979, 87.00000000000001, False, 0, -7.5, 0, -44.0
22942, 26, 2550, 87.5, False, 0, -11.5, -11.5, -4.0
23082, 79, 1906, 88.00000000000001, False, 0, 41.5, 0, 53.00000000000001
23228, 78, 960, 88.5, False, 0, 40.5, 40.5, -1.0
23369, 70, 2550, 89.0, False, 0, 32.5, 73.00000000000001, -8.0
23519, 59, 2550, 89.50000000000001, False, 0, 21.5, 94.50000000000001, -11.0
23657, 56, 2550, 90.0, False, 0, 18.5, 113.0, -3.0
23790, 63, 2550, 90.50000000000001, False, 0, 25.5, 138.5, 7.0
23932, 52, 2550, 91.0, False, 0, 14.5, 153.0, -11.0
24069, 25, 2550, 91.5, False, 0, -12.5, 0, -27.0
24221, 53, 871, 92.00000000000001, False, 0, 15.5, 0, 28.0
24362, 78, 856, 92.5, False, 0, 40.5, 40.5, 25.0
24508, 78, 864, 93.00000000000001, False, 0, 40.5, 81.0, 0.0
24648, 77, 1152, 93.5, False, 0, 39.5, 120.5, -1.0
24798, 66, 2550, 94.0, False, 0, 28.5, 149.0, -11.0
24967, 45, 2550, 94.50000000000001, False, 0, 7.5, 0, -21.0
25110, 58, 2550, 95.0, False, 0, 20.5, 20.5, 13.0
25250, 76, 2550, 95.50000000000001, False, 0, 38.5, 59.0, 18.0
25387, 69, 2550, 96.00000000000001, False, 0, 31.5, 90.50000000000001, -7.0
25528, 20, 2550, 96.5, False, 0, -17.5, 0, -49.0
25672, 11, 2494, 97.00000000000001, False, 0, -26.5, -26.5, -9.0
25826, 75, 2473, 97.5, False, 0, 37.5, 0, 64.0
25968, 77, 2457, 98.00000000000001, False, 0, 39.5, 39.5, 2.0
26112, 55, 2456, 98.50000000000001, False, 0, 17.5, 57.0, -22.0
26254, 30, 2443, 99.0, False, 0, -7.5, 0, -25.0
26389, 40, 2430, 99.50000000000001, False, 0, 2.5, 0, 10.0
26539, 69, 2416, 100.0, False, 0, 31.5, 31.5, 29.0
26680, 59, 2405, 100.5, False, 0, 21.5, 53.00000000000001, -10.0
26827, 6, 2390, 101.0, False, 0, -31.5, 0, -53.00000000000001
26969, 4, 2378, 101.5, False, 0, -33.5, -33.5, -2.0
27109, 70, 2354, 102.0, False, 0, 32.5, 0, 66.00000000000001
27251, 77, 2340, 102.5, False, 0, 39.5, 39.5, 7.0
27390, 21, 2340, 103.0, False, 0, -16.5, 0, -56.00000000000001
27527, 6, 2340, 103.5, False, 0, -31.5, -31.5, -15.0
27667, 25, 2320, 104.0, False, 0, -12.5, -44.0, 19.0
27812, 61, 2306, 104.5, False, 0, 23.5, 0, 36.0
27952, 55, 2291, 105.0, False, 0, 17.5, 17.5, -6.0
28108, 15, 2282, 105.5, False, 0, -22.5, 0, -40.0
28250, 19, 2265, 106.0, False, 0, -18.5, -18.5, 4.0
28392, 71, 2252, 106.5, False, 0, 33.5, 0, 52.0
28532, 72, 2230, 107.0, False, 0, 34.5, 34.5, 1.0
28672, 7, 2550, 107.5, False, 0, -30.5, 0, -65.0
28817, 5, 2550, 108.0, False, 0, -32.5, -32.5, -2.0
28977, 66, 2550, 108.5, False, 0, 28.5, 0, 61.00000000000001
29118, 67, 2550, 109.0, False, 0, 29.5, 29.5, 1.0
29257, 13, 2550, 109.5, False, 0, -24.5, 0, -54.0
29400, 5, 2550, 110.0, False, 0, -32.5, -32.5, -8.0
29542, 35, 2550, 110.5, False, 0, -2.5, 0, 30.0
29692, 57, 2550, 111.0, False, 0, 19.5, 0, 22.0
29860, 21, 2550, 111.5, False, 0, -16.5, 0, -36.0
30002, 6, 2550, 112.0, False, 0, -31.5, -31.5, -15.0
30138, 49, 2550, 112.5, False, 0, 11.5, 0, 43.0
30271, 70, 2550, 113.0, False, 0, 32.5, 32.5, 21.0
30418, 24, 2550, 113.5, False, 0, -13.5, 0, -46.00000000000001
30558, 6, 2550, 114.0, False, 0, -31.5, -31.5, -18.0
30710, 22, 2550, 114.5, False, 0, -15.5, -47.0, 16.0
30868, 61, 2550, 115.0, False, 0, 23.5, 0, 39.0
31017, 55, 2550, 115.5, False, 0, 17.5, 17.5, -6.0
31171, 10, 2550, 116.0, False, 0, -27.5, 0, -45.0
31319, 9, 2550, 116.5, False, 0, -28.5, -28.5, -1.0
31460, 74, 2550, 117.0, False, 0, 36.5, 0, 65.0
31597, 76, 2550, 117.5, False, 0, 38.5, 38.5, 2.0
31754, 6, 2550, 118.0, False, 0, -31.5, 0, -70.0
31922, 5, 2550, 118.5, False, 0, -32.5, -32.5, -1.0
32058, 75, 2550, 119.0, False, 0, 37.5, 0, 70.0
32197, 77, 2550, 119.5, False, 0, 39.5, 39.5, 2.0
32348, 30, 2550, 120.0, False, 0, -7.5, 0, -47.0
32492, 14, 2550, 120.5, False, 0, -23.5, -23.5, -16.0
32632, 63, 2550, 121.0, False, 0, 25.5, 0, 49.0
32780, 74, 1824, 121.5, False, 0, 36.5, 36.5, 11.0
32927, 29, 2550, 122.0, False, 0, -8.5, 0, -45.0
33068, 5, 2550, 122.5, False, 0, -32.5, -32.5, -24.0
33212, 29, 2550, 123.0, False, 0, -8.5, 0, 24.0
33358, 70, 1786, 123.5, False, 0, 32.5, 0, 41.00000000000001
33501, 38, 1764, 124.0, False, 0, 0.5, 0, -32.0
33638, 5, 1764, 124.5, False, 0, -32.5, 0, -33.0
33781, 10, 2550, 125.0, False, 0, -27.5, -27.5, 5.0
33925, 64, 1738, 125.5, False, 0, 26.5, 0, 54.0
34067, 74, 2550, 126.0, False, 0, 36.5, 36.5, 10.0
34218, 16, 2550, 126.5, False, 0, -21.5, 0, -58.00000000000001
34371, 5, 1680, 127.0, False, 0, -32.5, -32.5, -11.0
34562, 45, 1672, 127.5, False, 0, 7.5, 0, 40.0
34701, 72, 1640, 128.0, False, 0, 34.5, 34.5, 27.0
34840, 46, 2550, 128.5, False, 0, 8.5, 0, -26.0
34990, 6, 2550, 129.0, False, 0, -31.5, 0, -40.0
35131, 26, 1573, 129.5, False, 0, -11.5, -11.5, 20.0
35270, 76, 1571, 130.0, False, 0, 38.5, 0, 50.0
35403, 54, 1572, 130.0, False, 0, 16.5, 16.5, -22.0
35547, 16, 2550, 130.0, False, 0, -21.5, 0, -38.0
35681, 46, 1498, 130.0, False, 0, 8.5, 0, 30.0
35821, 78, 1474, 130.0, False, 0, 40.5, 40.5, 32.0
35960, 71, 1456, 130.0, False, 0, 33.5, 74.0, -7.0
36117, 53, 1422, 130.0, False, 0, 15.5, 89.50000000000001, -18.0
36261, 68, 1444, 130.0, False, 0, 30.5, 120.0, 15.0
36400, 74, 2550, 130.0, False, 0, 36.5, 156.5, 6.0
36538, 70, 2550, 130.0, False, 0, 32.5, 189.0, -4.0
36696, 69, 1422, 130.0, False, 0, 31.5, 220.5, -1.0
36859, 63, 2550, 130.0, False, 0, 25.5, 246.0, -6.0
37002, 38, 2550, 130.0, False, 0, 0.5, 0, -25.0
37148, 19, 2550, 130.0, False, 0, -18.5, 0, -19.0
37289, 76, 2550, 130.0, False, 0, 38.5, 0, 57.0
37436, 82, 2550, 130.0, False, 0, 44.5, 44.5, 6.0
37576, 80, 2550, 130.0, False, 0, 42.5, 87.00000000000001, -2.0
37709, 73, 2550, 130.0, False, 0, 35.5, 122.5, -7.0
37851, 64, 2550, 130.0, False, 0, 26.5, 149.0, -9.0
37997, 48, 2550, 130.0, False, 0, 10.5, 159.5, -16.0
38142, 27, 2550, 130.0, False, 0, -10.5, 0, -21.0
38288, 58, 2550, 130.0, False, 0, 20.5, 0, 31.0
38427, 78, 2550, 130.0, False, 0, 40.5, 40.5, 20.0
38578, 80, 2550, 130.0, False, 0, 42.5, 83.00000000000001, 2.0
38711, 79, 2550, 130.0, False, 0, 41.5, 124.5, -1.0
38851, 79, 2550, 130.0, False, 0, 41.5, 166.0, 0.0
38992, 79, 2550, 130.0, False, 0, 41.5, 207.5, 0.0
39129, 52, 2550, 130.0, False, 0, 14.5, 222.0, -27.0
39281, 19, 2550, 130.0, False, 0, -18.5, 0, -33.0
39427, 52, 2550, 130.0, False, 0, 14.5, 0, 33.0
39575, 80, 2550, 130.0, False, 0, 42.5, 42.5, 28.0
39727, 80, 2550, 130.0, False, 0, 42.5, 85.0, 0.0
39872, 75, 2550, 130.0, False, 0, 37.5, 122.5, -5.0
40047, 61, 2550, 130.0, False, 0, 23.5, 146.0, -14.0
40198, 37, 2550, 130.0, False, 0, -0.5, 0, -24.0
40340, 21, 2550, 130.0, False, 0, -16.5, -16.5, -16.0
40478, 54, 2550, 130.0, False, 0, 16.5, 0, 33.0
40627, 75, 2550, 130.0, False, 0, 37.5, 37.5, 21.0
40777, 10, 2550, 130.0, False, 0, -27.5, 0, -65.0
40919, 6, 2550, 130.0, False, 0, -31.5, -31.5, -4.0
41061, 62, 2550, 130.0, False, 0, 24.5, 0, 56.00000000000001
41209, 54, 2550, 130.0, False, 0, 16.5, 16.5, -8.0
41357, 15, 2550, 130.0, False, 0, -22.5, 0, -39.0
41499, 11, 2550, 130.0, False, 0, -26.5, -26.5, -4.0
41637, 58, 2550, 130.0, False, 0, 20.5, 0, 47.0
41780, 73, 2550, 130.0, False, 0, 35.5, 35.5, 15.0
41927, 18, 2550, 130.0, False, 0, -19.5, 0, -55.0
42069, 6, 2550, 130.0, False, 0, -31.5, -31.5, -12.0
42219, 76, 2550, 130.0, False, 0, 38.5, 0, 70.0
42358, 78, 2550, 130.0, False, 0, 40.5, 40.5, 2.0
42488, 4, 2550, 130.0, False, 0, -33.5, 0, -74.0
42652, 7, 2550, 130.0, False, 0, -30.5, -30.5, 3.0
42801, 72, 2550, 130.0, False, 0, 34.5, 0, 65.0
42958, 77, 2550, 130.0, False, 0, 39.5, 39.5, 5.0
43100, 14, 2550, 130.0, False, 0, -23.5, 0, -63.00000000000001
43249, 5, 2550, 130.0, False, 0, -32.5, -32.5, -9.0
43408, 48, 2550, 130.0, False, 0, 10.5, 0, 43.0
43558, 70, 2550, 130.0, False, 0, 32.5, 32.5, 22.0
43711, 18, 2550, 130.0, False, 0, -19.5, 0, -52.0
43867, 5, 2550, 130.0, False, 0, -32.5, -32.5, -13.0
44000, 65, 2550, 130.0, False, 0, 27.5, 0, 60.0
44141, 71, 2550, 130.0, False, 0, 33.5, 33.5, 6.0
44289, 15, 2550, 130.0, False, 0, -22.5, 0, -56.00000000000001
44432, 5, 2550, 130.0, False, 0, -32.5, -32.5, -10.0
44602, 54, 1875, 130.0, False, 0, 16.5, 0, 49.0
44757, 70, 1864, 130.0, False, 0, 32.5, 32.5, 16.0
44911, 10, 2550, 130.0, False, 0, -27.5, 0, -60.0
45091, 5, 2550, 130.0, False, 0, -32.5, -32.5, -5.0
45252, 72, 1799, 130.0, False, 0, 34.5, 0, 67.0
45388, 81, 1793, 130.0, False, 0, 43.50000000000001, 43.50000000000001, 9.0
45522, 59, 1793, 130.0, False, 0, 21.5, 65.0, -22.0
45662, 8, 1793, 130.0, False, 0, -29.5, 0, -51.00000000000001
45798, 11, 1793, 130.0, False, 0, -26.5, -26.5, 3.0
45942, 70, 1793, 130.0, False, 0, 32.5, 0, 59.0
46089, 68, 1793, 130.0, False, 0, 30.5, 30.5, -2.0
46228, 14, 1793, 130.0, False, 0, -23.5, 0, -54.0
46371, 6, 1793, 130.0, False, 0, -31.5, -31.5, -8.0
